,Gender,Mobile_Verified,Filled_Form,Device_Type,Var5
37311,0,0,1,1,1
37312,0,0,0,1,0
37313,0,0,1,1,0
37314,1,1,1,1,1
37315,0,0,0,0,0
37316,0,0,0,1,0
37317,0,0,1,1,0
37318,0,0,0,0,0
37319,0,0,1,0,0
37320,0,0,1,1,1
37321,0,0,1,1,0
37322,0,0,1,1,0
37323,0,0,0,1,0
37324,0,0,0,0,0
37325,0,0,0,1,0
37326,1,0,1,1,0
37327,1,1,1,1,1
37328,1,1,1,1,1
37329,0,0,0,0,0
37330,1,1,1,1,1
37331,0,0,1,0,0
37332,0,0,0,1,0
37333,1,1,1,1,1
37334,1,0,1,0,0
37335,1,0,1,1,0
37336,1,0,1,1,0
37337,0,0,1,1,0
37338,0,0,0,0,0
37339,0,0,1,1,0
37340,0,0,0,1,0
37341,1,1,1,1,0
37342,1,1,1,0,1
37343,0,0,1,0,0
37344,0,0,0,1,0
37345,1,1,1,1,1
37346,1,0,1,1,0
37347,0,0,1,1,0
37348,1,1,1,0,1
37349,0,0,1,1,0
37350,1,1,1,0,1
37351,0,0,1,1,0
37352,1,1,1,1,1
37353,0,0,1,1,0
37354,1,1,1,1,1
37355,1,1,1,1,1
37356,1,1,1,1,1
37357,1,1,1,1,0
37358,0,0,0,1,0
37359,0,0,0,0,0
37360,1,1,1,1,1
37361,0,0,1,1,0
37362,1,1,1,1,1
37363,0,0,1,1,1
37364,1,1,1,1,0
37365,1,1,1,0,1
37366,0,0,1,1,0
37367,0,0,0,0,0
37368,0,0,1,0,0
37369,1,1,1,1,1
37370,0,0,0,1,0
37371,1,1,1,1,1
37372,0,0,1,1,0
37373,0,0,1,1,0
37374,0,0,1,1,0
37375,1,1,1,0,1
37376,1,1,1,1,1
37377,0,0,1,1,1
37378,1,1,1,1,1
37379,1,1,1,0,1
37380,0,0,1,1,1
37381,1,1,1,1,1
37382,1,1,1,1,1
37383,0,0,1,0,0
37384,0,0,1,1,0
37385,1,1,1,1,1
37386,1,1,1,1,1
37387,0,0,1,0,0
37388,0,0,1,1,0
37389,0,0,1,1,0
37390,1,0,1,1,0
37391,1,1,1,1,1
37392,0,0,0,0,0
37393,0,0,1,1,0
37394,1,1,1,1,0
37395,1,1,1,1,1
37396,1,1,1,1,1
37397,0,0,1,1,0
37398,1,1,1,0,1
37399,0,0,1,1,0
37400,0,0,0,0,0
37401,1,1,1,1,1
37402,0,0,0,0,0
37403,0,0,0,1,0
37404,0,0,0,1,0
37405,1,1,1,1,1
37406,1,0,0,1,0
37407,1,1,1,1,1
37408,1,1,1,0,1
37409,0,0,1,1,0
37410,1,0,0,1,0
37411,1,1,1,1,1
37412,0,0,1,1,0
37413,0,0,0,0,0
37414,0,0,0,1,0
37415,0,0,1,0,0
37416,0,0,1,1,0
37417,1,1,1,1,1
37418,0,0,1,0,0
37419,0,0,1,1,0
37420,0,0,1,1,0
37421,0,0,1,1,0
37422,1,1,1,1,1
37423,1,0,1,1,0
37424,0,0,1,1,0
37425,1,1,1,1,1
37426,0,0,0,0,0
37427,0,0,1,0,0
37428,1,0,1,1,0
37429,0,0,1,0,0
37430,1,1,1,1,1
37431,0,0,0,0,0
37432,1,1,1,1,1
37433,0,0,1,1,0
37434,0,0,0,0,0
37435,0,0,1,1,0
37436,0,0,1,0,0
37437,1,0,1,1,0
37438,0,0,1,1,0
37439,0,0,0,0,0
37440,0,0,1,1,0
37441,0,0,1,1,0
37442,0,0,1,1,1
37443,0,0,1,1,0
37444,1,1,1,1,1
37445,1,0,1,1,0
37446,1,0,0,0,0
37447,0,0,1,1,0
37448,0,0,0,0,0
37449,1,1,1,1,1
37450,1,1,1,1,1
37451,1,1,1,1,1
37452,0,0,1,1,0
37453,0,0,1,1,0
37454,1,1,1,1,1
37455,1,1,1,1,1
37456,1,1,1,1,1
37457,0,0,0,0,0
37458,1,0,1,1,0
37459,1,1,1,1,1
37460,1,1,1,1,0
37461,1,1,1,1,1
37462,0,0,1,1,0
37463,0,0,1,0,0
37464,0,0,1,1,0
37465,0,0,1,0,0
37466,0,0,1,1,0
37467,0,0,1,1,0
37468,0,0,0,1,0
37469,0,0,0,1,0
37470,1,1,1,0,1
37471,0,0,1,0,0
37472,0,0,0,0,0
37473,1,1,1,1,0
37474,0,0,1,1,0
37475,0,0,1,1,0
37476,0,0,1,1,1
37477,1,1,1,1,1
37478,0,0,1,1,0
37479,1,0,1,1,0
37480,0,0,1,0,0
37481,1,1,1,1,0
37482,0,0,1,1,0
37483,1,1,1,1,1
37484,0,0,1,1,1
37485,0,0,1,1,0
37486,0,0,1,1,0
37487,0,0,0,0,0
37488,1,0,1,0,0
37489,1,1,1,1,1
37490,0,0,0,0,0
37491,1,1,1,0,1
37492,1,1,1,1,1
37493,1,0,0,1,0
37494,0,0,1,0,0
37495,1,1,1,0,1
37496,1,1,1,1,1
37497,0,0,1,1,0
37498,0,0,1,1,0
37499,1,1,1,1,0
37500,0,0,0,1,0
37501,1,1,1,1,1
37502,1,1,1,1,1
37503,1,1,1,0,1
37504,0,0,1,0,0
37505,0,0,1,1,0
37506,0,0,1,0,0
37507,0,0,1,1,1
37508,0,0,1,0,0
37509,1,0,0,1,0
37510,1,1,1,1,1
37511,1,1,1,1,1
37512,1,0,1,1,0
37513,1,1,1,1,1
37514,0,0,1,0,0
37515,0,0,1,1,0
37516,1,0,0,0,0
37517,0,0,0,1,0
37518,1,1,1,1,1
37519,1,1,1,1,1
37520,0,0,0,0,0
37521,1,1,1,1,0
37522,0,0,0,0,0
37523,1,1,1,1,0
37524,0,0,0,1,0
37525,1,1,1,0,1
37526,0,0,1,0,0
37527,0,0,0,1,0
37528,1,1,1,1,0
37529,1,0,1,1,0
37530,0,0,1,1,0
37531,0,0,1,1,0
37532,1,1,1,1,1
37533,1,0,0,0,0
37534,1,1,1,1,1
37535,1,1,1,1,1
37536,1,1,1,1,1
37537,0,0,1,0,0
37538,1,1,1,1,1
37539,0,0,1,1,0
37540,1,0,1,1,0
37541,1,1,1,1,1
37542,1,1,1,1,1
37543,1,0,0,1,0
37544,0,0,0,0,0
37545,0,0,0,1,0
37546,0,0,1,1,0
37547,0,0,1,0,0
37548,1,1,1,1,1
37549,0,0,1,0,0
37550,1,1,1,1,1
37551,0,0,1,1,0
37552,0,0,0,1,0
37553,1,1,1,1,1
37554,1,1,1,1,1
37555,1,1,1,1,0
37556,0,0,1,1,0
37557,0,0,1,1,0
37558,0,0,1,1,1
37559,1,0,1,0,0
37560,0,0,1,1,0
37561,0,0,1,1,0
37562,0,0,1,1,0
37563,1,0,1,1,0
37564,0,0,0,0,0
37565,0,0,1,0,0
37566,0,0,1,1,0
37567,0,0,1,1,0
37568,1,0,1,0,0
37569,0,0,1,1,0
37570,0,0,0,1,0
37571,0,0,1,1,0
37572,0,0,1,0,0
37573,0,0,1,0,0
37574,0,0,1,1,1
37575,1,1,1,1,1
37576,0,0,1,1,0
37577,1,1,1,1,1
37578,1,1,1,1,0
37579,0,0,0,0,0
37580,0,0,1,1,0
37581,0,0,1,1,0
37582,0,0,1,1,1
37583,1,0,0,1,0
37584,0,0,1,1,0
37585,0,0,1,0,0
37586,1,1,1,1,1
37587,0,0,1,1,0
37588,0,0,1,0,0
37589,0,0,1,1,0
37590,0,0,0,1,0
37591,0,0,1,0,0
37592,1,0,0,1,0
37593,0,0,1,1,0
37594,0,0,0,1,0
37595,0,0,0,0,0
37596,1,1,1,1,0
37597,0,0,1,1,0
37598,0,0,1,1,0
37599,1,1,1,1,1
37600,0,0,1,1,0
37601,1,0,1,1,0
37602,1,1,1,1,1
37603,1,1,1,1,1
37604,1,1,1,1,1
37605,0,0,1,1,0
37606,0,0,1,1,0
37607,0,0,1,0,0
37608,1,1,1,1,1
37609,0,0,1,1,0
37610,0,0,0,1,0
37611,0,0,1,1,0
37612,1,1,1,1,1
37613,1,1,1,1,1
37614,1,1,1,1,1
37615,0,0,1,1,0
37616,1,1,1,1,1
37617,0,0,1,1,0
37618,1,1,1,1,1
37619,0,0,1,1,0
37620,0,0,1,1,0
37621,0,0,1,1,0
37622,0,0,1,0,0
37623,1,1,1,0,1
37624,0,0,0,0,0
37625,1,1,1,1,1
37626,0,0,1,1,0
37627,0,0,1,1,0
37628,0,0,0,1,0
37629,1,1,1,1,1
37630,0,0,0,0,0
37631,0,0,1,1,1
37632,0,0,1,1,0
37633,0,0,0,1,0
37634,1,1,1,1,0
37635,1,1,1,1,1
37636,0,0,1,1,0
37637,0,0,1,1,1
37638,1,1,1,1,1
37639,1,1,1,0,1
37640,0,0,0,1,0
37641,1,0,0,1,0
37642,0,0,1,1,1
37643,0,0,1,1,0
37644,1,1,1,1,1
37645,1,1,1,1,1
37646,0,0,0,0,0
37647,1,1,1,1,1
37648,1,0,0,1,0
37649,1,0,1,1,0
37650,1,1,1,0,1
37651,0,0,1,1,0
37652,0,0,0,1,0
37653,0,0,0,0,0
37654,0,0,1,1,0
37655,0,0,1,1,1
37656,1,1,1,1,1
37657,0,0,1,1,0
37658,0,0,1,1,0
37659,0,0,1,1,0
37660,0,0,1,1,0
37661,1,1,1,1,1
37662,1,1,1,1,1
37663,0,0,1,1,1
37664,1,1,1,1,1
37665,1,1,1,0,1
37666,1,0,1,1,0
37667,0,0,0,0,0
37668,1,1,1,1,1
37669,1,1,1,1,1
37670,1,1,1,1,1
37671,1,1,1,0,1
37672,1,1,1,1,1
37673,0,0,1,1,0
37674,1,1,1,1,1
37675,0,0,0,1,0
37676,1,1,1,1,0
37677,1,1,1,1,0
37678,1,1,1,1,1
37679,1,1,1,1,1
37680,0,0,1,1,0
37681,1,0,1,1,0
37682,1,0,1,1,0
37683,0,0,1,1,1
37684,1,1,1,1,1
37685,0,0,1,1,0
37686,1,1,1,1,1
37687,1,1,1,1,0
37688,0,0,1,1,1
37689,1,1,1,0,1
37690,1,1,1,1,0
37691,0,0,1,1,0
37692,1,1,1,1,1
37693,0,0,0,0,0
37694,0,0,0,0,0
37695,1,1,1,1,1
37696,1,1,1,1,1
37697,1,1,1,1,1
37698,1,0,0,0,0
37699,1,1,1,1,1
37700,1,1,1,0,1
37701,1,1,1,1,1
37702,0,0,1,1,1
37703,1,1,1,1,1
37704,1,1,1,1,1
37705,0,0,0,1,0
37706,0,0,1,1,0
37707,1,1,1,1,1
37708,0,0,1,1,0
37709,0,0,1,1,0
37710,0,0,1,1,0
37711,1,0,1,0,0
37712,0,0,1,1,0
37713,1,1,1,1,1
37714,0,0,0,0,0
37715,0,0,1,0,0
37716,0,0,1,1,0
37717,0,0,0,0,0
37718,1,1,1,1,1
37719,1,1,1,1,1
37720,1,1,1,1,1
37721,1,1,1,1,1
37722,0,0,1,1,0
37723,0,0,1,1,0
37724,0,0,1,1,0
37725,0,0,0,1,0
37726,1,1,1,1,0
37727,0,0,0,1,0
37728,1,1,1,1,1
37729,1,1,1,1,1
37730,0,0,1,1,0
37731,1,1,1,1,1
37732,0,0,0,1,0
37733,0,0,1,1,0
37734,0,0,0,1,0
37735,0,0,1,0,0
37736,1,1,1,1,1
37737,1,1,1,0,1
37738,1,1,1,1,1
37739,0,0,1,1,0
37740,1,1,1,1,0
37741,0,0,1,1,0
37742,0,0,1,0,0
37743,0,0,1,0,0
37744,1,1,1,1,1
37745,0,0,1,1,0
37746,1,1,1,1,0
37747,0,0,1,1,0
37748,1,1,1,1,1
37749,1,1,1,1,0
37750,1,1,1,1,1
37751,1,1,1,1,1
37752,1,0,0,1,0
37753,0,0,1,0,0
37754,0,0,1,1,0
37755,1,0,1,1,0
37756,0,0,0,1,0
37757,1,0,0,1,0
37758,0,0,1,1,0
37759,1,1,1,1,1
37760,0,0,1,1,1
37761,1,1,1,1,1
37762,0,0,0,0,0
37763,0,0,1,1,0
37764,1,0,0,1,0
37765,0,0,1,1,0
37766,0,0,0,1,0
37767,1,1,1,1,0
37768,1,1,1,1,0
37769,1,1,1,1,1
37770,0,0,0,0,0
37771,0,0,0,1,0
37772,1,1,1,1,0
37773,1,1,1,1,0
37774,1,1,1,1,0
37775,0,0,1,1,0
37776,0,0,0,0,0
37777,0,0,0,0,0
37778,0,0,0,0,0
37779,0,0,1,1,0
37780,0,0,1,1,0
37781,1,1,1,1,1
37782,1,0,1,0,0
37783,1,0,1,1,0
37784,0,0,0,1,0
37785,0,0,1,1,1
37786,1,1,1,1,1
37787,1,1,1,1,0
37788,0,0,1,1,0
37789,0,0,0,1,0
37790,1,0,1,1,0
37791,0,0,1,1,0
37792,1,1,1,0,1
37793,1,0,0,0,0
37794,1,1,1,0,1
37795,0,0,1,1,0
37796,0,0,0,1,0
37797,0,0,1,0,0
37798,1,0,1,0,0
37799,1,1,1,1,1
37800,1,1,1,1,1
37801,1,1,1,1,1
37802,0,0,1,1,0
37803,1,1,1,1,0
37804,0,0,1,1,0
37805,0,0,1,0,0
37806,1,1,1,1,1
37807,0,0,0,0,0
37808,0,0,1,0,0
37809,0,0,0,0,0
37810,0,0,1,1,1
37811,1,1,1,1,1
37812,0,0,0,0,0
37813,1,1,1,1,1
37814,0,0,1,1,0
37815,0,0,1,1,0
37816,0,0,1,1,0
37817,1,1,1,1,1
37818,0,0,1,1,0
37819,0,0,1,1,0
37820,1,1,1,1,1
37821,0,0,0,1,0
37822,0,0,1,1,0
37823,0,0,1,1,0
37824,1,1,1,1,1
37825,0,0,1,1,0
37826,1,1,1,1,1
37827,1,1,1,1,1
37828,1,1,1,1,0
37829,0,0,0,0,0
37830,0,0,1,1,0
37831,0,0,1,1,0
37832,0,0,0,1,0
37833,0,0,0,0,0
37834,1,1,1,0,1
37835,1,1,1,1,1
37836,1,1,1,1,0
37837,0,0,1,1,0
37838,1,1,1,1,1
37839,0,0,1,1,1
37840,1,0,0,1,0
37841,0,0,0,0,0
37842,0,0,1,1,1
37843,0,0,1,0,0
37844,1,1,1,1,1
37845,1,0,0,1,0
37846,0,0,1,1,0
37847,1,1,1,1,1
37848,0,0,1,1,0
37849,1,1,1,1,1
37850,1,0,1,1,0
37851,0,0,1,1,0
37852,1,1,1,1,1
37853,1,1,1,1,0
37854,1,1,1,1,1
37855,0,0,1,0,0
37856,0,0,1,1,0
37857,0,0,0,0,0
37858,0,0,1,1,0
37859,1,1,1,1,1
37860,1,0,1,1,0
37861,1,1,1,1,1
37862,0,0,0,0,0
37863,0,0,1,1,1
37864,1,1,1,1,1
37865,1,0,1,1,0
37866,1,1,1,0,1
37867,1,1,1,1,1
37868,0,0,1,1,0
37869,1,0,1,1,0
37870,0,0,0,0,0
37871,0,0,0,1,0
37872,1,1,1,1,1
37873,0,0,1,1,0
37874,0,0,1,1,1
37875,1,1,1,1,1
37876,0,0,0,0,0
37877,1,1,1,1,1
37878,0,0,1,1,0
37879,0,0,1,1,0
37880,1,0,1,0,0
37881,1,1,1,1,1
37882,0,0,1,1,1
37883,0,0,1,1,0
37884,1,1,1,1,0
37885,0,0,1,0,0
37886,0,0,0,1,0
37887,0,0,1,0,0
37888,1,1,1,1,0
37889,0,0,0,0,0
37890,0,0,0,0,0
37891,1,1,1,1,1
37892,0,0,0,0,0
37893,1,1,1,0,1
37894,1,1,1,1,1
37895,1,1,1,1,1
37896,1,1,1,0,1
37897,0,0,1,0,0
37898,1,1,1,1,1
37899,0,0,1,0,0
37900,0,0,0,0,0
37901,1,1,1,0,1
37902,1,1,1,0,1
37903,0,0,1,1,0
37904,0,0,0,1,0
37905,0,0,0,1,0
37906,0,0,1,0,0
37907,1,1,1,1,1
37908,1,1,1,1,1
37909,0,0,1,1,0
37910,0,0,1,1,0
37911,1,0,1,0,0
37912,0,0,1,0,0
37913,1,1,1,0,1
37914,0,0,1,0,0
37915,0,0,0,0,0
37916,0,0,0,1,0
37917,1,1,1,1,1
37918,1,1,1,0,1
37919,1,1,1,0,1
37920,0,0,1,1,0
37921,0,0,0,0,0
37922,0,0,1,1,0
37923,1,1,1,1,1
37924,0,0,1,1,0
37925,0,0,1,1,0
37926,0,0,0,0,0
37927,1,1,1,1,1
37928,0,0,1,1,0
37929,0,0,0,0,0
37930,0,0,0,0,0
37931,0,0,0,1,0
37932,1,0,0,1,0
37933,1,0,1,1,0
37934,0,0,1,1,0
37935,1,1,1,1,1
37936,1,0,0,0,0
37937,0,0,1,1,0
37938,0,0,1,1,0
37939,0,0,0,1,0
37940,1,0,1,1,0
37941,0,0,1,0,0
37942,1,1,1,1,0
37943,0,0,0,1,0
37944,0,0,1,1,0
37945,0,0,1,1,0
37946,1,1,1,1,1
37947,0,0,1,1,1
37948,0,0,1,1,1
37949,1,1,1,1,1
37950,0,0,0,1,0
37951,0,0,0,1,0
37952,0,0,0,0,0
37953,0,0,1,0,0
37954,0,0,1,1,0
37955,0,0,0,1,0
37956,0,0,1,1,0
37957,0,0,1,1,0
37958,0,0,0,1,0
37959,0,0,1,1,0
37960,0,0,0,1,0
37961,0,0,1,1,0
37962,1,1,1,0,1
37963,0,0,1,1,0
37964,1,1,1,1,1
37965,0,0,1,0,0
37966,1,1,1,1,1
37967,0,0,1,1,0
37968,0,0,1,1,1
37969,1,1,1,1,1
37970,0,0,0,0,0
37971,1,1,1,1,0
37972,0,0,1,1,0
37973,1,0,1,1,0
37974,1,1,1,1,0
37975,0,0,1,0,0
37976,1,1,1,1,1
37977,1,1,1,1,1
37978,0,0,0,1,0
37979,0,0,1,1,0
37980,0,0,0,0,0
37981,1,1,1,1,0
37982,1,1,1,1,1
37983,0,0,1,1,0
37984,0,0,1,1,0
37985,0,0,1,1,0
37986,0,0,1,1,0
37987,1,0,0,1,0
37988,0,0,0,0,0
37989,1,1,1,1,0
37990,0,0,1,0,0
37991,1,0,0,0,0
37992,1,1,1,1,1
37993,0,0,1,1,0
37994,1,1,1,1,0
37995,1,1,1,1,1
37996,1,1,1,1,1
37997,1,1,1,1,0
37998,0,0,1,1,0
37999,1,1,1,1,1
38000,1,1,1,1,1
38001,1,1,1,1,1
38002,1,1,1,1,1
38003,0,0,0,0,0
38004,1,1,1,1,1
38005,1,0,1,1,0
38006,0,0,1,1,0
38007,0,0,1,1,1
38008,0,0,1,1,0
38009,0,0,1,1,0
38010,1,1,1,1,0
38011,0,0,1,1,1
38012,0,0,1,1,0
38013,1,1,1,1,0
38014,0,0,1,1,0
38015,0,0,0,0,0
38016,0,0,1,0,0
38017,1,1,1,1,1
38018,1,1,1,1,0
38019,0,0,1,1,0
38020,1,1,1,1,0
38021,0,0,1,0,0
38022,0,0,1,1,1
38023,1,1,1,1,1
38024,0,0,1,1,0
38025,0,0,0,1,0
38026,0,0,1,0,0
38027,0,0,1,1,0
38028,0,0,1,1,0
38029,0,0,1,0,0
38030,0,0,0,0,0
38031,1,1,1,1,1
38032,0,0,1,1,0
38033,1,1,1,1,1
38034,1,1,1,1,1
38035,1,0,1,1,1
38036,0,0,0,1,0
38037,0,0,0,1,0
38038,0,0,0,1,0
38039,0,0,1,1,0
38040,0,0,1,1,0
38041,1,1,1,1,1
38042,0,0,0,1,0
38043,0,0,1,1,0
38044,0,0,1,0,0
38045,0,0,0,1,0
38046,0,0,1,1,0
38047,0,0,1,1,0
38048,0,0,1,1,0
38049,1,1,1,1,1
38050,0,0,0,0,0
38051,0,0,0,1,0
38052,0,0,1,1,0
38053,1,1,1,1,1
38054,0,0,1,1,0
38055,0,0,0,1,0
38056,0,0,1,1,0
38057,0,0,1,1,0
38058,1,1,1,1,1
38059,1,0,1,1,0
38060,0,0,0,0,0
38061,1,1,1,0,1
38062,0,0,0,1,0
38063,1,1,1,0,1
38064,1,0,0,1,0
38065,0,0,1,1,1
38066,1,1,1,1,1
38067,1,1,1,0,1
38068,1,1,1,1,1
38069,0,0,1,1,0
38070,0,0,1,0,0
38071,0,0,1,1,0
38072,0,0,0,1,0
38073,0,0,1,1,0
38074,1,1,1,1,0
38075,0,0,0,1,0
38076,0,0,1,1,0
38077,0,0,0,0,0
38078,1,0,1,0,0
38079,1,0,0,1,0
38080,0,0,1,1,0
38081,0,0,1,1,0
38082,1,0,1,1,0
38083,1,0,1,1,1
38084,1,1,1,1,1
38085,0,0,1,1,0
38086,0,0,1,1,0
38087,0,0,1,0,0
38088,1,1,1,1,1
38089,0,0,0,0,0
38090,1,1,1,1,1
38091,0,0,1,1,0
38092,0,0,0,1,0
38093,0,0,1,1,0
38094,1,1,1,1,0
38095,0,0,0,0,0
38096,0,0,0,1,0
38097,0,0,1,1,0
38098,0,0,1,1,0
38099,1,1,1,1,0
38100,1,1,1,1,0
38101,0,0,0,0,0
38102,1,1,1,0,1
38103,1,1,1,1,0
38104,1,0,1,1,0
38105,0,0,1,0,0
38106,1,1,1,1,1
38107,1,1,1,0,1
38108,0,0,1,0,0
38109,1,1,1,1,1
38110,1,1,1,0,1
38111,0,0,1,1,0
38112,0,0,0,1,0
38113,0,0,1,0,0
38114,0,0,1,1,0
38115,1,1,1,1,1
38116,1,0,0,1,0
38117,1,1,1,1,1
38118,0,0,1,1,1
38119,1,1,1,1,1
38120,1,0,1,1,1
38121,1,1,1,1,1
38122,0,0,1,1,0
38123,1,1,1,1,1
38124,1,1,1,0,1
38125,1,1,1,1,1
38126,0,0,0,0,0
38127,0,0,0,0,0
38128,0,0,1,0,0
38129,0,0,1,1,0
38130,0,0,0,1,0
38131,1,1,1,1,1
38132,1,1,1,1,1
38133,0,0,1,1,0
38134,0,0,0,1,0
38135,0,0,1,1,0
38136,0,0,1,1,0
38137,0,0,1,1,0
38138,1,1,1,1,1
38139,1,0,1,1,0
38140,0,0,0,1,0
38141,0,0,1,1,0
38142,0,0,1,0,0
38143,0,0,0,0,0
38144,0,0,1,1,0
38145,1,1,1,1,1
38146,1,0,1,1,0
38147,0,0,1,1,0
38148,0,0,1,1,1
38149,1,1,1,1,1
38150,1,1,1,1,0
38151,0,0,1,1,0
38152,0,0,0,0,0
38153,0,0,0,1,0
38154,1,1,1,1,1
38155,0,0,0,1,0
38156,1,1,1,1,1
38157,0,0,1,1,0
38158,0,0,1,1,1
38159,0,0,1,1,0
38160,1,1,1,1,1
38161,0,0,1,1,1
38162,1,1,1,1,1
38163,0,0,0,0,0
38164,0,0,0,0,0
38165,0,0,1,1,0
38166,0,0,1,1,0
38167,1,1,1,1,1
38168,1,0,0,1,0
38169,0,0,1,1,0
38170,1,1,1,0,1
38171,1,1,1,1,1
38172,0,0,1,1,0
38173,0,0,0,0,0
38174,0,0,1,1,1
38175,1,1,1,1,1
38176,1,1,1,1,1
38177,1,1,1,0,1
38178,1,1,1,0,1
38179,0,0,1,1,0
38180,0,0,1,0,0
38181,0,0,1,1,0
38182,0,0,0,0,0
38183,1,1,1,1,0
38184,0,0,1,1,0
38185,1,1,1,1,0
38186,0,0,1,1,0
38187,1,0,1,0,0
38188,1,1,1,0,1
38189,0,0,1,1,0
38190,0,0,0,0,0
38191,1,1,1,1,0
38192,0,0,0,1,0
38193,0,0,0,1,0
38194,1,1,1,1,1
38195,0,0,1,1,0
38196,1,1,1,1,0
38197,0,0,1,1,0
38198,0,0,1,1,0
38199,0,0,0,0,0
38200,1,1,1,1,0
38201,0,0,1,0,0
38202,1,1,1,1,0
38203,0,0,1,1,0
38204,1,1,1,1,1
38205,0,0,1,0,0
38206,0,0,0,0,0
38207,1,1,1,1,1
38208,0,0,1,1,1
38209,1,1,1,1,0
38210,0,0,1,0,0
38211,0,0,0,1,0
38212,1,1,1,1,1
38213,0,0,1,1,0
38214,0,0,1,1,0
38215,0,0,0,0,0
38216,0,0,1,1,0
38217,1,1,1,1,1
38218,0,0,1,1,1
38219,0,0,1,0,0
38220,1,1,1,1,1
38221,0,0,1,1,0
38222,1,1,1,0,1
38223,0,0,1,0,0
38224,0,0,0,0,0
38225,1,1,1,1,1
38226,0,0,1,1,0
38227,1,1,1,1,1
38228,0,0,1,1,0
38229,1,1,1,1,1
38230,0,0,0,1,0
38231,0,0,0,1,0
38232,1,1,1,1,1
38233,0,0,0,1,0
38234,1,1,1,0,1
38235,0,0,1,1,0
38236,0,0,0,1,0
38237,1,1,1,1,1
38238,0,0,0,1,0
38239,0,0,0,1,0
38240,0,0,1,1,0
38241,0,0,0,0,0
38242,1,1,1,1,1
38243,1,1,1,1,1
38244,0,0,0,1,0
38245,0,0,1,0,0
38246,1,1,1,1,1
38247,1,1,1,1,1
38248,0,0,0,0,0
38249,0,0,1,1,1
38250,1,1,1,0,1
38251,1,0,1,1,0
38252,1,1,1,0,1
38253,0,0,1,1,0
38254,1,1,1,1,1
38255,1,1,1,1,0
38256,1,0,1,1,0
38257,0,0,0,1,0
38258,0,0,0,1,0
38259,0,0,1,1,0
38260,0,0,0,0,0
38261,0,0,1,1,0
38262,0,0,0,0,0
38263,0,0,1,1,0
38264,0,0,0,0,0
38265,1,0,0,1,0
38266,0,0,1,1,0
38267,0,0,0,1,0
38268,1,1,1,1,1
38269,0,0,1,1,0
38270,1,1,1,0,1
38271,0,0,1,1,0
38272,1,1,1,0,1
38273,0,0,0,0,0
38274,0,0,0,0,0
38275,0,0,0,0,0
38276,1,0,1,1,0
38277,1,0,0,1,0
38278,0,0,1,0,0
38279,1,1,1,1,1
38280,1,1,1,1,1
38281,0,0,1,1,0
38282,1,0,1,1,0
38283,0,0,1,0,0
38284,0,0,1,0,0
38285,1,1,1,0,1
38286,0,0,1,1,0
38287,1,1,1,1,0
38288,1,1,1,1,1
38289,1,1,1,1,1
38290,0,0,1,1,0
38291,1,1,1,1,0
38292,0,0,0,1,0
38293,0,0,1,1,0
38294,0,0,0,1,0
38295,0,0,1,1,0
38296,0,0,0,1,0
38297,1,0,1,1,0
38298,0,0,0,0,0
38299,1,1,1,0,1
38300,1,1,1,1,1
38301,0,0,1,0,0
38302,0,0,1,0,0
38303,0,0,0,1,0
38304,0,0,1,1,0
38305,0,0,1,0,0
38306,1,1,1,1,1
38307,1,1,1,1,0
38308,1,0,1,1,0
38309,1,0,0,0,0
38310,1,1,1,1,1
38311,0,0,0,1,0
38312,1,1,1,1,1
38313,0,0,1,1,0
38314,1,1,1,1,0
38315,0,0,1,1,1
38316,1,1,1,1,1
38317,0,0,1,1,0
38318,0,0,1,1,1
38319,0,0,0,0,0
38320,0,0,1,1,0
38321,0,0,1,1,0
38322,1,1,1,1,1
38323,1,0,1,1,0
38324,0,0,1,1,1
38325,0,0,1,1,0
38326,0,0,1,1,0
38327,0,0,1,1,1
38328,1,1,1,1,1
38329,1,1,1,1,1
38330,0,0,1,1,0
38331,0,0,1,1,0
38332,0,0,1,1,0
38333,1,1,1,1,1
38334,1,1,1,1,1
38335,1,1,1,1,1
38336,0,0,0,1,0
38337,0,0,0,0,0
38338,1,1,1,1,1
38339,0,0,1,1,0
38340,1,0,0,0,0
38341,0,0,1,1,0
38342,1,1,1,1,1
38343,0,0,0,1,0
38344,1,1,1,1,1
38345,1,0,0,1,0
38346,0,0,1,1,0
38347,1,1,1,1,1
38348,0,0,1,1,0
38349,0,0,1,1,0
38350,0,0,1,1,0
38351,0,0,1,0,0
38352,0,0,1,0,0
38353,0,0,1,1,1
38354,0,0,0,1,0
38355,1,0,1,1,0
38356,1,1,1,1,0
38357,1,0,0,1,0
38358,0,0,0,0,0
38359,0,0,1,0,0
38360,0,0,1,1,0
38361,0,0,0,1,0
38362,0,0,1,1,0
38363,1,1,1,0,1
38364,0,0,0,0,0
38365,0,0,1,1,0
38366,1,1,1,1,1
38367,0,0,1,1,0
38368,0,0,1,1,0
38369,0,0,1,1,0
38370,1,1,1,1,1
38371,0,0,1,1,0
38372,0,0,0,1,0
38373,0,0,1,1,0
38374,1,1,1,0,1
38375,1,0,0,1,0
38376,1,1,1,1,1
38377,1,1,1,1,1
38378,1,1,1,1,1
38379,0,0,0,1,0
38380,0,0,1,1,0
38381,0,0,0,0,0
38382,1,0,0,0,0
38383,0,0,1,0,0
38384,0,0,1,1,1
