,Age
39018,33.0
39019,44.0
39020,32.0
39021,26.0
39022,27.0
39023,25.0
39024,28.0
39025,36.0
39026,36.0
39027,26.0
39028,24.0
39029,28.0
39030,22.0
39031,26.0
39032,57.0
39033,30.0
39034,36.0
39035,35.0
39036,31.0
39037,31.0
39038,28.0
39039,28.0
39040,25.0
39041,31.0
39042,23.0
39043,27.0
39044,60.0
39045,38.0
39046,25.0
39047,25.0
39048,40.0
39049,38.0
39050,29.0
39051,31.0
39052,27.0
39053,26.0
39054,20.0
39055,29.0
39056,37.0
39057,38.0
39058,30.0
39059,28.0
39060,32.0
39061,20.0
39062,31.0
39063,26.0
39064,30.0
39065,54.0
39066,33.0
39067,30.0
39068,25.0
39069,27.0
39070,22.0
39071,26.0
39072,33.0
39073,34.0
39074,27.0
39075,35.0
39076,31.0
39077,26.0
39078,32.0
39079,33.0
39080,24.0
39081,37.0
39082,26.0
39083,45.0
39084,29.0
39085,27.0
39086,24.0
39087,32.0
39088,36.0
39089,32.0
39090,30.0
39091,38.0
39092,25.0
39093,37.0
39094,24.0
39095,36.0
39096,31.0
39097,46.0
39098,53.0
39099,27.0
39100,58.0
39101,32.0
39102,31.0
39103,27.0
39104,28.0
39105,35.0
39106,29.0
39107,27.0
39108,30.0
39109,26.0
39110,25.0
39111,41.0
39112,27.0
39113,30.0
39114,30.0
39115,35.0
39116,29.0
39117,25.0
39118,27.0
39119,33.0
39120,25.0
39121,28.0
39122,25.0
39123,31.0
39124,35.0
39125,24.0
39126,25.0
39127,39.0
39128,28.0
39129,24.0
39130,53.0
39131,31.0
39132,27.0
39133,31.0
39134,23.0
39135,32.0
39136,30.0
39137,31.0
39138,38.0
39139,29.0
39140,29.0
39141,33.0
39142,23.0
39143,19.0
39144,35.0
39145,25.0
39146,29.0
39147,45.0
39148,26.0
39149,20.0
39150,33.0
39151,38.0
39152,26.0
39153,27.0
39154,23.0
39155,33.0
39156,30.0
39157,32.0
39158,27.0
39159,24.0
39160,30.0
39161,23.0
39162,27.0
39163,42.0
39164,28.0
39165,28.0
39166,32.0
39167,28.0
39168,22.0
39169,32.0
39170,24.0
39171,26.0
39172,33.0
39173,26.0
39174,37.0
39175,33.0
39176,50.0
39177,31.0
39178,31.0
39179,29.0
39180,26.0
39181,25.0
39182,26.0
39183,23.0
39184,37.0
39185,42.0
39186,28.0
39187,30.0
39188,23.0
39189,24.0
39190,31.0
39191,31.0
39192,22.0
39193,25.0
39194,28.0
39195,42.0
39196,25.0
39197,29.0
39198,25.0
39199,23.0
39200,27.0
39201,32.0
39202,24.0
39203,26.0
39204,38.0
39205,27.0
39206,25.0
39207,24.0
39208,31.0
39209,52.0
39210,21.0
39211,26.0
39212,53.0
39213,28.0
39214,37.0
39215,46.0
39216,25.0
39217,28.0
39218,25.0
39219,27.0
39220,22.0
39221,31.0
39222,29.0
39223,33.0
39224,47.0
39225,33.0
39226,29.0
39227,24.0
39228,29.0
39229,23.0
39230,48.0
39231,25.0
39232,22.0
39233,25.0
39234,24.0
39235,36.0
39236,28.0
39237,38.0
39238,27.0
39239,32.0
39240,31.0
39241,28.0
39242,30.0
39243,27.0
39244,31.0
39245,27.0
39246,29.0
39247,52.0
39248,31.0
39249,24.0
39250,21.0
39251,30.0
39252,25.0
39253,35.0
39254,23.0
39255,34.0
39256,45.0
39257,24.0
39258,30.0
39259,39.0
39260,25.0
39261,25.0
39262,24.0
39263,28.0
39264,29.0
39265,34.0
39266,35.0
39267,29.0
39268,33.0
39269,40.0
39270,25.0
39271,26.0
39272,28.0
39273,36.0
39274,32.0
39275,31.0
39276,26.0
39277,33.0
39278,35.0
39279,33.0
39280,32.0
39281,25.0
39282,27.0
39283,29.0
39284,30.0
39285,27.0
39286,34.0
39287,25.0
39288,28.0
39289,22.0
39290,50.0
39291,29.0
39292,31.0
39293,29.0
39294,23.0
39295,31.0
39296,25.0
39297,18.0
39298,38.0
39299,32.0
39300,22.0
39301,27.0
39302,25.0
39303,30.0
39304,31.0
39305,34.0
39306,35.0
39307,45.0
39308,35.0
39309,35.0
39310,29.0
39311,28.0
39312,27.0
39313,33.0
39314,31.0
39315,28.0
39316,45.0
39317,27.0
39318,20.0
39319,30.0
39320,24.0
39321,34.0
39322,40.0
39323,25.0
39324,28.0
39325,36.0
39326,28.0
39327,48.0
39328,34.0
39329,22.0
39330,28.0
39331,31.0
39332,27.0
39333,25.0
39334,32.0
39335,25.0
39336,31.0
39337,33.0
39338,33.0
39339,27.0
39340,32.0
39341,28.0
39342,31.0
39343,35.0
39344,27.0
39345,25.0
39346,27.0
39347,29.0
39348,39.0
39349,38.0
39350,30.0
39351,26.0
39352,31.0
39353,27.0
39354,37.0
39355,30.0
39356,27.0
39357,28.0
39358,24.0
39359,30.0
39360,31.0
39361,41.0
39362,26.0
39363,26.0
39364,29.0
39365,37.0
39366,44.0
39367,32.0
39368,30.0
39369,29.0
39370,26.0
39371,27.0
39372,28.0
39373,36.0
39374,29.0
39375,32.0
39376,26.0
39377,36.0
39378,27.0
39379,40.0
39380,29.0
39381,23.0
39382,22.0
39383,39.0
39384,28.0
39385,30.0
39386,23.0
39387,40.0
39388,41.0
39389,29.0
39390,24.0
39391,23.0
39392,36.0
39393,28.0
39394,30.0
39395,48.0
39396,28.0
39397,22.0
39398,30.0
39399,30.0
39400,43.0
39401,31.0
39402,47.0
39403,29.0
39404,39.0
39405,26.0
39406,25.0
39407,33.0
39408,27.0
39409,32.0
39410,26.0
39411,37.0
39412,23.0
39413,42.0
39414,26.0
39415,33.0
39416,19.0
39417,30.0
39418,42.0
39419,28.0
39420,31.0
39421,33.0
39422,28.0
39423,28.0
39424,24.0
39425,42.0
39426,37.0
39427,33.0
39428,32.0
39429,29.0
39430,35.0
39431,27.0
39432,23.0
39433,33.0
39434,32.0
39435,36.0
39436,24.0
39437,34.0
39438,33.0
39439,32.0
39440,25.0
39441,25.0
39442,27.0
39443,33.0
39444,28.0
39445,26.0
39446,30.0
39447,33.0
39448,51.0
39449,47.0
39450,28.0
39451,38.0
39452,26.0
39453,33.0
39454,33.0
39455,22.0
39456,25.0
39457,25.0
39458,31.0
39459,33.0
39460,32.0
39461,31.0
39462,25.0
39463,30.0
39464,28.0
39465,26.0
39466,29.0
39467,26.0
39468,52.0
39469,27.0
39470,22.0
39471,28.0
39472,24.0
39473,28.0
39474,31.0
39475,35.0
39476,27.0
39477,35.0
39478,26.0
39479,48.0
39480,30.0
39481,34.0
39482,30.0
39483,32.0
39484,34.0
39485,25.0
39486,29.0
39487,22.0
39488,38.0
39489,25.0
39490,22.0
39491,27.0
39492,32.0
39493,27.0
39494,53.0
39495,31.0
39496,57.0
39497,24.0
39498,28.0
39499,30.0
39500,30.0
39501,21.0
39502,26.0
39503,41.0
39504,35.0
39505,24.0
39506,29.0
39507,33.0
39508,26.0
39509,37.0
39510,40.0
39511,41.0
39512,30.0
39513,23.0
39514,38.0
39515,27.0
39516,36.0
39517,29.0
39518,37.0
39519,25.0
39520,36.0
39521,31.0
39522,52.0
39523,25.0
39524,30.0
39525,25.0
39526,30.0
39527,21.0
39528,30.0
39529,25.0
39530,26.0
39531,28.0
39532,24.0
39533,29.0
39534,30.0
39535,32.0
39536,30.0
39537,30.0
39538,32.0
39539,29.0
39540,45.0
39541,41.0
39542,24.0
39543,29.0
39544,25.0
39545,31.0
39546,25.0
39547,24.0
39548,25.0
39549,26.0
39550,31.0
39551,26.0
39552,30.0
39553,26.0
39554,28.0
39555,23.0
39556,28.0
39557,33.0
39558,30.0
39559,28.0
39560,25.0
39561,28.0
39562,25.0
39563,27.0
39564,28.0
39565,29.0
39566,27.0
39567,53.0
39568,30.0
39569,30.0
39570,22.0
39571,30.0
39572,32.0
39573,29.0
39574,31.0
39575,31.0
39576,23.0
39577,31.0
39578,26.0
39579,38.0
39580,26.0
39581,24.0
39582,24.0
39583,28.0
39584,26.0
39585,38.0
39586,37.0
39587,34.0
39588,25.0
39589,30.0
39590,40.0
39591,24.0
39592,39.0
39593,32.0
39594,26.0
39595,21.0
39596,33.0
39597,26.0
39598,28.0
39599,23.0
39600,27.0
39601,29.0
39602,36.0
39603,27.0
39604,46.0
39605,39.0
39606,27.0
39607,25.0
39608,27.0
39609,42.0
39610,26.0
39611,26.0
39612,62.0
39613,25.0
39614,22.0
39615,31.0
39616,27.0
39617,37.0
39618,30.0
39619,27.0
39620,24.0
39621,29.0
39622,30.0
39623,21.0
39624,33.0
39625,33.0
39626,32.0
39627,26.0
39628,56.0
39629,31.0
39630,26.0
39631,26.0
39632,29.0
39633,22.0
39634,24.0
39635,25.0
39636,32.0
39637,40.0
39638,26.0
39639,33.0
39640,22.0
39641,29.0
39642,25.0
39643,27.0
39644,28.0
39645,26.0
39646,35.0
39647,26.0
39648,35.0
39649,36.0
39650,23.0
39651,27.0
39652,27.0
39653,26.0
39654,31.0
39655,25.0
39656,32.0
39657,34.0
39658,33.0
39659,25.0
39660,27.0
39661,37.0
39662,49.0
39663,30.0
39664,25.0
39665,34.0
39666,32.0
39667,28.0
39668,27.0
39669,23.0
39670,24.0
39671,48.0
39672,29.0
39673,30.0
39674,43.0
39675,57.0
39676,31.0
39677,26.0
39678,30.0
39679,42.0
39680,28.0
39681,50.0
39682,28.0
39683,38.0
39684,31.0
39685,31.0
39686,29.0
39687,43.0
39688,35.0
39689,24.0
39690,32.0
39691,26.0
39692,30.0
39693,23.0
39694,55.0
39695,26.0
39696,25.0
39697,25.0
39698,26.0
39699,23.0
39700,38.0
39701,30.0
39702,43.0
39703,25.0
39704,34.0
39705,28.0
39706,32.0
39707,34.0
39708,29.0
39709,23.0
39710,42.0
39711,31.0
39712,40.0
39713,50.0
39714,27.0
39715,27.0
39716,25.0
39717,31.0
39718,24.0
39719,35.0
39720,25.0
39721,28.0
39722,35.0
39723,29.0
39724,32.0
39725,33.0
39726,31.0
39727,30.0
39728,41.0
39729,24.0
39730,29.0
39731,29.0
39732,30.0
39733,28.0
39734,28.0
39735,33.0
39736,23.0
39737,32.0
39738,28.0
39739,37.0
39740,24.0
39741,18.0
39742,29.0
39743,30.0
39744,34.0
39745,25.0
39746,28.0
39747,39.0
39748,25.0
39749,27.0
39750,26.0
39751,23.0
39752,46.0
39753,23.0
39754,20.0
39755,35.0
39756,28.0
39757,27.0
39758,25.0
39759,48.0
39760,23.0
39761,32.0
39762,31.0
39763,45.0
39764,28.0
39765,27.0
39766,24.0
39767,26.0
39768,32.0
39769,34.0
39770,28.0
39771,33.0
39772,28.0
39773,27.0
39774,31.0
39775,34.0
39776,27.0
39777,53.0
39778,31.0
39779,28.0
39780,32.0
39781,27.0
39782,25.0
39783,31.0
39784,38.0
39785,36.0
39786,31.0
39787,37.0
39788,26.0
39789,50.0
39790,28.0
39791,29.0
39792,36.0
39793,30.0
39794,36.0
39795,30.0
39796,28.0
39797,46.0
39798,36.0
39799,31.0
39800,24.0
39801,25.0
39802,28.0
39803,33.0
39804,33.0
39805,32.0
39806,22.0
39807,26.0
39808,30.0
39809,25.0
39810,23.0
39811,26.0
39812,25.0
39813,44.0
39814,19.0
39815,30.0
39816,31.0
39817,32.0
39818,31.0
39819,21.0
39820,32.0
39821,34.0
39822,25.0
39823,28.0
39824,23.0
39825,27.0
39826,27.0
39827,25.0
39828,32.0
39829,29.0
39830,46.0
39831,50.0
39832,44.0
39833,29.0
39834,34.0
39835,33.0
39836,26.0
39837,35.0
39838,27.0
39839,24.0
39840,26.0
39841,30.0
39842,40.0
39843,31.0
39844,24.0
39845,28.0
39846,32.0
39847,53.0
39848,27.0
39849,28.0
39850,32.0
39851,32.0
39852,27.0
39853,35.0
39854,29.0
39855,26.0
39856,34.0
39857,32.0
39858,39.0
39859,31.0
39860,31.0
39861,24.0
39862,35.0
39863,24.0
39864,27.0
39865,27.0
39866,28.0
39867,58.0
39868,20.0
39869,65.0
39870,22.0
39871,31.0
39872,34.0
39873,32.0
39874,31.0
39875,30.0
39876,30.0
39877,30.0
39878,23.0
39879,28.0
39880,26.0
39881,40.0
39882,29.0
39883,26.0
39884,35.0
39885,22.0
39886,28.0
39887,29.0
39888,30.0
39889,39.0
39890,32.0
39891,27.0
39892,29.0
39893,28.0
39894,30.0
39895,42.0
39896,31.0
39897,25.0
39898,53.0
39899,28.0
39900,29.0
39901,30.0
39902,42.0
39903,27.0
39904,30.0
39905,55.0
39906,31.0
39907,21.0
39908,29.0
39909,30.0
39910,21.0
39911,23.0
39912,28.0
39913,37.0
39914,34.0
39915,27.0
39916,28.0
39917,32.0
39918,47.0
39919,27.0
39920,40.0
39921,29.0
39922,23.0
39923,28.0
39924,28.0
39925,30.0
39926,30.0
39927,39.0
39928,47.0
39929,27.0
39930,30.0
39931,29.0
39932,33.0
39933,32.0
39934,26.0
39935,27.0
39936,24.0
39937,29.0
39938,31.0
39939,21.0
39940,29.0
39941,29.0
39942,26.0
39943,35.0
39944,31.0
39945,25.0
39946,32.0
39947,29.0
39948,24.0
39949,30.0
39950,27.0
39951,40.0
39952,46.0
39953,27.0
39954,33.0
39955,34.0
39956,35.0
39957,27.0
39958,37.0
39959,28.0
39960,33.0
39961,23.0
39962,46.0
39963,37.0
39964,26.0
39965,32.0
39966,32.0
39967,25.0
39968,30.0
39969,28.0
39970,35.0
39971,32.0
39972,38.0
39973,27.0
39974,26.0
39975,37.0
39976,26.0
39977,32.0
39978,30.0
39979,32.0
39980,36.0
39981,28.0
39982,46.0
39983,34.0
39984,30.0
39985,33.0
39986,25.0
39987,31.0
39988,33.0
39989,37.0
39990,28.0
39991,41.0
39992,29.0
39993,24.0
39994,30.0
39995,28.0
39996,28.0
39997,32.0
39998,25.0
39999,23.0
40000,36.0
40001,26.0
40002,28.0
40003,39.0
40004,28.0
40005,27.0
40006,32.0
40007,27.0
40008,41.0
40009,30.0
40010,29.0
40011,32.0
40012,25.0
40013,30.0
40014,31.0
40015,29.0
40016,36.0
40017,26.0
40018,35.0
40019,30.0
40020,28.0
40021,34.0
40022,28.0
40023,29.0
40024,27.0
40025,27.0
40026,33.0
40027,26.0
40028,32.0
40029,46.0
40030,31.0
40031,29.0
40032,24.0
40033,32.0
40034,30.0
40035,32.0
40036,58.0
40037,26.0
40038,48.0
40039,34.0
40040,36.0
40041,29.0
40042,30.0
40043,29.0
40044,31.0
40045,23.0
40046,23.0
40047,31.0
40048,27.0
40049,23.0
40050,27.0
40051,31.0
40052,35.0
40053,31.0
40054,43.0
40055,27.0
40056,28.0
40057,25.0
40058,24.0
40059,45.0
40060,26.0
40061,26.0
40062,26.0
40063,44.0
40064,36.0
40065,33.0
40066,24.0
40067,25.0
40068,27.0
40069,27.0
40070,49.0
40071,25.0
40072,33.0
40073,23.0
40074,31.0
40075,26.0
40076,28.0
40077,31.0
40078,29.0
40079,23.0
40080,29.0
40081,30.0
40082,33.0
40083,32.0
40084,30.0
40085,42.0
40086,50.0
40087,25.0
40088,39.0
40089,25.0
40090,21.0
40091,42.0
40092,32.0
40093,21.0
40094,26.0
40095,25.0
40096,42.0
40097,31.0
40098,40.0
40099,27.0
40100,31.0
40101,35.0
40102,30.0
40103,29.0
40104,32.0
40105,29.0
40106,27.0
40107,35.0
40108,50.0
40109,47.0
40110,37.0
40111,25.0
40112,32.0
40113,33.0
40114,32.0
40115,32.0
40116,30.0
40117,32.0
40118,26.0
40119,22.0
40120,39.0
40121,26.0
40122,30.0
40123,28.0
40124,28.0
40125,28.0
40126,30.0
40127,31.0
40128,29.0
40129,35.0
40130,22.0
40131,37.0
40132,28.0
40133,24.0
40134,33.0
40135,37.0
40136,31.0
40137,26.0
40138,29.0
40139,24.0
40140,50.0
40141,36.0
40142,30.0
40143,23.0
40144,34.0
40145,27.0
40146,35.0
40147,22.0
40148,34.0
40149,40.0
40150,23.0
40151,30.0
40152,59.0
40153,24.0
40154,35.0
40155,35.0
40156,21.0
40157,24.0
40158,28.0
40159,38.0
40160,30.0
40161,28.0
40162,26.0
40163,30.0
40164,21.0
40165,25.0
40166,29.0
40167,29.0
40168,41.0
40169,26.0
40170,31.0
40171,24.0
40172,25.0
40173,24.0
40174,25.0
40175,27.0
40176,35.0
40177,30.0
40178,35.0
40179,24.0
40180,26.0
40181,23.0
40182,32.0
40183,24.0
40184,31.0
40185,28.0
40186,22.0
40187,30.0
40188,23.0
40189,35.0
40190,26.0
40191,45.0
40192,22.0
40193,45.0
40194,26.0
40195,29.0
40196,30.0
40197,28.0
40198,22.0
40199,34.0
40200,24.0
40201,32.0
40202,29.0
40203,27.0
40204,25.0
40205,26.0
40206,28.0
40207,39.0
40208,35.0
40209,36.0
40210,29.0
40211,27.0
40212,25.0
40213,32.0
40214,30.0
40215,35.0
40216,24.0
40217,27.0
40218,39.0
40219,35.0
40220,34.0
40221,46.0
40222,27.0
40223,20.0
40224,46.0
40225,28.0
40226,27.0
40227,26.0
40228,57.0
40229,25.0
40230,31.0
40231,27.0
40232,41.0
40233,24.0
40234,28.0
40235,23.0
40236,31.0
40237,27.0
40238,28.0
40239,34.0
40240,27.0
40241,28.0
40242,28.0
40243,36.0
40244,32.0
40245,33.0
40246,22.0
40247,25.0
40248,25.0
40249,30.0
40250,40.0
40251,31.0
40252,26.0
40253,29.0
40254,23.0
40255,30.0
40256,28.0
40257,25.0
40258,32.0
40259,29.0
40260,30.0
40261,35.0
40262,35.0
40263,30.0
40264,45.0
40265,35.0
40266,31.0
40267,41.0
40268,51.0
40269,22.0
40270,33.0
40271,32.0
40272,22.0
40273,30.0
40274,28.0
40275,46.0
40276,31.0
40277,31.0
40278,31.0
40279,33.0
40280,42.0
40281,34.0
40282,26.0
40283,26.0
40284,27.0
40285,24.0
40286,31.0
40287,25.0
40288,29.0
40289,30.0
40290,30.0
40291,39.0
40292,31.0
40293,33.0
40294,30.0
40295,28.0
40296,29.0
40297,22.0
40298,33.0
40299,26.0
40300,26.0
40301,57.0
40302,39.0
40303,29.0
40304,25.0
40305,31.0
40306,25.0
40307,28.0
40308,36.0
40309,32.0
40310,41.0
40311,23.0
40312,40.0
40313,42.0
40314,30.0
40315,35.0
40316,23.0
40317,22.0
40318,23.0
40319,29.0
40320,24.0
40321,32.0
40322,26.0
40323,31.0
40324,28.0
40325,37.0
40326,31.0
40327,25.0
40328,34.0
40329,36.0
40330,33.0
40331,25.0
40332,27.0
40333,25.0
40334,31.0
40335,35.0
40336,26.0
40337,36.0
40338,41.0
40339,35.0
40340,28.0
40341,56.0
40342,29.0
40343,31.0
40344,27.0
40345,30.0
40346,26.0
40347,21.0
40348,32.0
40349,46.0
40350,60.0
40351,25.0
40352,25.0
40353,31.0
40354,32.0
40355,26.0
40356,35.0
40357,23.0
40358,27.0
40359,38.0
40360,37.0
40361,24.0
40362,53.0
40363,28.0
40364,30.0
40365,33.0
40366,25.0
40367,23.0
40368,52.0
40369,29.0
40370,28.0
40371,33.0
40372,26.0
40373,27.0
40374,29.0
40375,33.0
40376,29.0
40377,22.0
40378,32.0
40379,37.0
40380,29.0
40381,25.0
40382,24.0
40383,28.0
40384,31.0
40385,37.0
40386,26.0
40387,31.0
40388,31.0
40389,25.0
40390,28.0
40391,40.0
40392,29.0
40393,25.0
40394,46.0
40395,28.0
40396,40.0
40397,26.0
40398,32.0
40399,23.0
40400,30.0
40401,29.0
40402,30.0
40403,27.0
40404,41.0
40405,23.0
40406,29.0
40407,28.0
40408,33.0
40409,35.0
40410,29.0
40411,31.0
40412,43.0
40413,28.0
40414,28.0
40415,31.0
40416,22.0
40417,24.0
40418,21.0
40419,23.0
40420,26.0
40421,25.0
40422,27.0
40423,29.0
40424,22.0
40425,23.0
40426,33.0
40427,47.0
40428,28.0
40429,40.0
40430,59.0
40431,21.0
40432,27.0
40433,29.0
40434,24.0
40435,27.0
40436,25.0
40437,28.0
40438,36.0
40439,32.0
40440,31.0
40441,28.0
40442,25.0
40443,31.0
40444,23.0
40445,32.0
40446,27.0
40447,21.0
40448,26.0
40449,27.0
40450,22.0
40451,28.0
40452,27.0
40453,29.0
40454,24.0
40455,29.0
40456,28.0
40457,30.0
40458,26.0
40459,26.0
40460,44.0
40461,29.0
40462,28.0
40463,31.0
40464,34.0
40465,31.0
40466,47.0
40467,27.0
40468,33.0
40469,31.0
40470,22.0
40471,22.0
40472,31.0
40473,22.0
40474,30.0
40475,33.0
40476,27.0
40477,31.0
40478,20.0
40479,27.0
40480,22.0
40481,26.0
40482,25.0
40483,37.0
40484,45.0
40485,37.0
40486,42.0
40487,26.0
40488,27.0
40489,27.0
40490,31.0
40491,53.0
40492,40.0
40493,30.0
40494,25.0
40495,24.0
40496,53.0
40497,41.0
40498,38.0
40499,26.0
40500,29.0
40501,34.0
40502,26.0
40503,26.0
40504,25.0
40505,26.0
40506,33.0
40507,25.0
40508,36.0
40509,40.0
40510,22.0
40511,38.0
40512,27.0
40513,29.0
40514,36.0
40515,28.0
40516,29.0
40517,23.0
40518,29.0
40519,30.0
40520,25.0
40521,23.0
40522,30.0
40523,27.0
40524,37.0
40525,34.0
40526,27.0
40527,25.0
40528,23.0
40529,31.0
40530,27.0
40531,54.0
40532,34.0
40533,26.0
40534,29.0
40535,25.0
40536,27.0
40537,26.0
40538,25.0
40539,43.0
40540,29.0
40541,25.0
40542,26.0
40543,31.0
40544,26.0
40545,23.0
40546,30.0
40547,31.0
40548,42.0
40549,25.0
40550,36.0
40551,39.0
40552,26.0
40553,26.0
40554,26.0
40555,31.0
40556,39.0
40557,29.0
40558,31.0
40559,30.0
40560,28.0
40561,35.0
40562,33.0
40563,23.0
40564,23.0
40565,28.0
40566,30.0
40567,27.0
40568,40.0
40569,26.0
40570,32.0
40571,26.0
40572,35.0
40573,40.0
40574,26.0
40575,27.0
40576,43.0
40577,26.0
40578,32.0
40579,25.0
40580,50.0
40581,21.0
40582,39.0
40583,53.0
40584,34.0
40585,45.0
40586,43.0
40587,24.0
40588,38.0
40589,25.0
40590,24.0
40591,29.0
40592,42.0
40593,29.0
40594,26.0
40595,39.0
40596,26.0
40597,27.0
40598,33.0
40599,28.0
40600,29.0
40601,24.0
40602,34.0
40603,43.0
40604,29.0
40605,27.0
40606,24.0
40607,26.0
40608,38.0
40609,28.0
40610,33.0
40611,36.0
40612,29.0
40613,25.0
40614,27.0
40615,18.0
40616,30.0
40617,27.0
40618,43.0
40619,29.0
40620,20.0
40621,40.0
40622,30.0
40623,27.0
40624,23.0
40625,31.0
40626,29.0
40627,28.0
40628,42.0
40629,28.0
40630,29.0
40631,32.0
40632,23.0
40633,25.0
40634,40.0
40635,31.0
40636,37.0
40637,35.0
40638,25.0
40639,28.0
40640,29.0
40641,39.0
40642,32.0
40643,22.0
40644,28.0
40645,62.0
40646,28.0
40647,29.0
40648,38.0
40649,45.0
40650,24.0
40651,28.0
40652,32.0
40653,32.0
40654,24.0
40655,29.0
40656,27.0
40657,38.0
40658,52.0
40659,30.0
40660,31.0
40661,22.0
40662,29.0
40663,31.0
40664,29.0
40665,25.0
40666,30.0
40667,27.0
40668,52.0
40669,26.0
40670,33.0
40671,27.0
40672,22.0
40673,30.0
40674,35.0
40675,34.0
40676,25.0
40677,30.0
40678,26.0
40679,45.0
40680,27.0
40681,25.0
40682,32.0
40683,23.0
40684,31.0
40685,37.0
40686,23.0
40687,27.0
40688,28.0
40689,27.0
40690,32.0
40691,27.0
40692,33.0
40693,27.0
40694,31.0
40695,31.0
40696,29.0
40697,28.0
40698,28.0
40699,36.0
40700,28.0
40701,29.0
40702,35.0
40703,43.0
40704,31.0
40705,27.0
40706,29.0
40707,28.0
40708,33.0
40709,57.0
40710,38.0
40711,24.0
40712,25.0
40713,31.0
40714,44.0
40715,37.0
40716,43.0
40717,28.0
40718,28.0
40719,28.0
40720,25.0
40721,26.0
40722,31.0
40723,44.0
40724,25.0
40725,38.0
40726,38.0
40727,23.0
40728,27.0
40729,50.0
40730,57.0
40731,23.0
40732,33.0
40733,26.0
40734,26.0
40735,30.0
40736,63.0
40737,50.0
40738,29.0
40739,32.0
40740,44.0
40741,28.0
40742,32.0
40743,34.0
40744,25.0
40745,27.0
40746,48.0
40747,23.0
40748,23.0
40749,39.0
40750,30.0
40751,45.0
40752,22.0
40753,29.0
40754,49.0
40755,56.0
40756,34.0
40757,42.0
40758,23.0
40759,23.0
40760,30.0
40761,31.0
40762,25.0
40763,34.0
40764,26.0
40765,24.0
40766,51.0
40767,25.0
40768,33.0
40769,24.0
40770,25.0
40771,40.0
40772,52.0
40773,28.0
40774,44.0
40775,30.0
40776,27.0
40777,28.0
40778,35.0
40779,26.0
40780,36.0
40781,27.0
40782,39.0
40783,35.0
40784,26.0
40785,32.0
40786,31.0
40787,60.0
40788,30.0
40789,37.0
40790,30.0
40791,27.0
40792,43.0
40793,32.0
40794,28.0
40795,34.0
40796,25.0
40797,30.0
40798,33.0
40799,34.0
40800,24.0
40801,53.0
40802,28.0
40803,23.0
40804,32.0
40805,42.0
40806,32.0
40807,30.0
40808,36.0
40809,27.0
40810,27.0
40811,27.0
40812,44.0
40813,27.0
40814,58.0
40815,28.0
40816,26.0
40817,27.0
40818,28.0
40819,29.0
40820,28.0
40821,29.0
40822,26.0
40823,24.0
40824,20.0
40825,22.0
40826,32.0
40827,23.0
40828,29.0
40829,28.0
40830,29.0
40831,25.0
40832,41.0
40833,26.0
40834,37.0
40835,31.0
40836,26.0
40837,24.0
40838,32.0
40839,43.0
40840,32.0
40841,31.0
40842,23.0
40843,30.0
40844,31.0
40845,29.0
40846,25.0
40847,36.0
40848,29.0
40849,24.0
40850,35.0
40851,26.0
40852,32.0
40853,33.0
40854,25.0
40855,35.0
40856,49.0
40857,31.0
40858,27.0
40859,26.0
40860,26.0
40861,25.0
40862,25.0
40863,20.0
40864,35.0
40865,34.0
40866,28.0
40867,22.0
40868,49.0
40869,38.0
40870,33.0
40871,30.0
40872,36.0
40873,45.0
40874,31.0
40875,35.0
40876,23.0
40877,32.0
40878,28.0
40879,30.0
40880,32.0
40881,41.0
40882,33.0
40883,30.0
40884,30.0
40885,38.0
40886,31.0
40887,28.0
40888,35.0
40889,23.0
40890,36.0
40891,31.0
40892,25.0
40893,27.0
40894,30.0
40895,23.0
40896,25.0
40897,25.0
40898,41.0
40899,39.0
40900,26.0
40901,25.0
40902,26.0
40903,28.0
40904,29.0
40905,31.0
40906,28.0
40907,24.0
40908,54.0
40909,34.0
40910,29.0
40911,23.0
40912,24.0
40913,29.0
40914,30.0
40915,25.0
40916,34.0
40917,40.0
40918,43.0
40919,27.0
40920,32.0
40921,35.0
40922,21.0
40923,39.0
40924,42.0
40925,29.0
40926,31.0
40927,45.0
40928,26.0
40929,27.0
40930,25.0
40931,25.0
40932,24.0
40933,23.0
40934,24.0
40935,30.0
40936,47.0
40937,32.0
40938,28.0
40939,27.0
40940,24.0
40941,25.0
40942,39.0
40943,26.0
40944,37.0
40945,33.0
40946,25.0
40947,28.0
40948,27.0
40949,27.0
40950,25.0
40951,26.0
40952,25.0
40953,26.0
40954,28.0
40955,27.0
40956,26.0
40957,29.0
40958,48.0
40959,31.0
40960,27.0
40961,21.0
40962,24.0
40963,27.0
40964,28.0
40965,33.0
40966,27.0
40967,27.0
40968,33.0
40969,30.0
40970,31.0
40971,32.0
40972,27.0
40973,29.0
40974,31.0
40975,27.0
40976,53.0
40977,26.0
40978,23.0
40979,48.0
40980,46.0
40981,34.0
40982,27.0
40983,28.0
40984,32.0
40985,24.0
40986,38.0
40987,25.0
40988,28.0
40989,28.0
40990,30.0
40991,50.0
40992,31.0
40993,23.0
40994,28.0
40995,29.0
40996,27.0
40997,30.0
40998,38.0
40999,42.0
41000,25.0
41001,29.0
41002,32.0
41003,25.0
41004,31.0
41005,40.0
41006,37.0
41007,31.0
41008,32.0
41009,48.0
41010,22.0
41011,24.0
41012,24.0
41013,34.0
41014,34.0
41015,27.0
41016,25.0
