,Monthly_Income
38632,14550.0
38633,27000.0
38634,30000.0
38635,26000.0
38636,32000.0
38637,28344.0
38638,24000.0
38639,15000.0
38640,95000.0
38641,30000.0
38642,18000.0
38643,13500.0
38644,9000.0
38645,42000.0
38646,54000.0
38647,35000.0
38648,8333.0
38649,15000.0
38650,20560.0
38651,18000.0
38652,28000.0
38653,25000.0
38654,32000.0
38655,68000.0
38656,80000.0
38657,18375.0
38658,51000.0
38659,18000.0
38660,15797.0
38661,95000.0
38662,16477.0
38663,26000.0
38664,20500.0
38665,40000.0
38666,25000.0
38667,11650.0
38668,9980.0
38669,54000.0
38670,22720.0
38671,50000.0
38672,25000.0
38673,25000.0
38674,25000.0
38675,54000.0
38676,65000.0
38677,23000.0
38678,45000.0
38679,28000.0
38680,57000.0
38681,20000.0
38682,19697.0
38683,24300.0
38684,24000.0
38685,21443.0
38686,28000.0
38687,52000.0
38688,25264.0
38689,5000.0
38690,23000.0
38691,30000.0
38692,13000.0
38693,25000.0
38694,25000.0
38695,28500.0
38696,50000.0
38697,85000.0
38698,15000.0
38699,37500.0
38700,40000.0
38701,50000.0
38702,53000.0
38703,17500.0
38704,22000.0
38705,20000.0
38706,49000.0
38707,18000.0
38708,95000.0
38709,17000.0
38710,17000.0
38711,30000.0
38712,25000.0
38713,18737.0
38714,35069.0
38715,95000.0
38716,14000.0
38717,75000.0
38718,20650.0
38719,95000.0
38720,7000.0
38721,19000.0
38722,95000.0
38723,44000.0
38724,12000.0
38725,20000.0
38726,12000.0
38727,17000.0
38728,27000.0
38729,15000.0
38730,95000.0
38731,15500.0
38732,15000.0
38733,17500.0
38734,47500.0
38735,86000.0
38736,15000.0
38737,20500.0
38738,40600.0
38739,63000.0
38740,95000.0
38741,20000.0
38742,22000.0
38743,14500.0
38744,16000.0
38745,17928.0
38746,95000.0
38747,60000.0
38748,31000.0
38749,13600.0
38750,18200.0
38751,34811.0
38752,36000.0
38753,26000.0
38754,26800.0
38755,23200.0
38756,20500.0
38757,29000.0
38758,23500.0
38759,12000.0
38760,15000.0
38761,22000.0
38762,18722.0
38763,28000.0
38764,10000.0
38765,35000.0
38766,40000.0
38767,12000.0
38768,15500.0
38769,80000.0
38770,16000.0
38771,16000.0
38772,35000.0
38773,27000.0
38774,18000.0
38775,37500.0
38776,39000.0
38777,33000.0
38778,28400.0
38779,80000.0
38780,40500.0
38781,20000.0
38782,23000.0
38783,12000.0
38784,45000.0
38785,45000.0
38786,25000.0
38787,11000.0
38788,21538.0
38789,17000.0
38790,21000.0
38791,25000.0
38792,40000.0
38793,46000.0
38794,18800.0
38795,25000.0
38796,41000.0
38797,14500.0
38798,30500.0
38799,58333.0
38800,57000.0
38801,30000.0
38802,12200.0
38803,16000.0
38804,50000.0
38805,32640.0
38806,40000.0
38807,45000.0
38808,22000.0
38809,24000.0
38810,51500.0
38811,10000.0
38812,22000.0
38813,0.0
38814,21000.0
38815,80000.0
38816,40000.0
38817,23000.0
38818,14000.0
38819,17000.0
38820,20000.0
38821,25000.0
38822,18000.0
38823,30819.0
38824,21500.0
38825,14000.0
38826,32000.0
38827,25000.0
38828,30000.0
38829,22500.0
38830,28000.0
38831,53000.0
38832,11000.0
38833,36000.0
38834,61000.0
38835,65000.0
38836,12000.0
38837,50000.0
38838,25000.0
38839,18000.0
38840,16000.0
38841,22100.0
38842,50000.0
38843,48000.0
38844,25000.0
38845,79000.0
38846,30000.0
38847,55000.0
38848,18000.0
38849,9000.0
38850,41000.0
38851,18000.0
38852,14400.0
38853,75000.0
38854,28753.0
38855,52000.0
38856,19000.0
38857,95000.0
38858,22000.0
38859,19000.0
38860,33000.0
38861,15800.0
38862,51500.0
38863,54000.0
38864,23600.0
38865,39000.0
38866,25000.0
38867,12000.0
38868,7000.0
38869,19000.0
38870,49999.0
38871,20000.0
38872,13500.0
38873,14260.0
38874,12500.0
38875,20000.0
38876,6000.0
38877,95000.0
38878,25000.0
38879,47000.0
38880,10800.0
38881,30000.0
38882,15000.0
38883,25000.0
38884,16500.0
38885,56000.0
38886,10000.0
38887,30000.0
38888,20000.0
38889,28000.0
38890,50000.0
38891,34500.0
38892,1500.0
38893,95000.0
38894,16000.0
38895,20000.0
38896,15000.0
38897,25000.0
38898,24500.0
38899,30000.0
38900,23000.0
38901,90000.0
38902,95000.0
38903,30000.0
38904,0.0
38905,25000.0
38906,25000.0
38907,9000.0
38908,75000.0
38909,35000.0
38910,24726.0
38911,18000.0
38912,30000.0
38913,85000.0
38914,41000.0
38915,21000.0
38916,23000.0
38917,75000.0
38918,24500.0
38919,40000.0
38920,21000.0
38921,45000.0
38922,68000.0
38923,55000.0
38924,17780.0
38925,13500.0
38926,25000.0
38927,51000.0
38928,95000.0
38929,10000.0
38930,34500.0
38931,21200.0
38932,16600.0
38933,23027.0
38934,16000.0
38935,15050.0
38936,95000.0
38937,35000.0
38938,52000.0
38939,17000.0
38940,10000.0
38941,15000.0
38942,15000.0
38943,10000.0
38944,95000.0
38945,40000.0
38946,70000.0
38947,14000.0
38948,15500.0
38949,12500.0
38950,10000.0
38951,25000.0
38952,29100.0
38953,8000.0
38954,40000.0
38955,95000.0
38956,15000.0
38957,16000.0
38958,20000.0
38959,22000.0
38960,90000.0
38961,20000.0
38962,16000.0
38963,70000.0
38964,44000.0
38965,15000.0
38966,95000.0
38967,19100.0
38968,19000.0
38969,38000.0
38970,60000.0
38971,79000.0
38972,30000.0
38973,16000.0
38974,17000.0
38975,15500.0
38976,60500.0
38977,54000.0
38978,19000.0
38979,20000.0
38980,41000.0
38981,54000.0
38982,15000.0
38983,75000.0
38984,14000.0
38985,18279.0
38986,29000.0
38987,43000.0
38988,25500.0
38989,42330.0
38990,25000.0
38991,13829.0
38992,18320.0
38993,58333.0
38994,30000.0
38995,50500.0
38996,41667.0
38997,16000.0
38998,17000.0
38999,50000.0
39000,21692.0
39001,20000.0
39002,25000.0
39003,12000.0
39004,32000.0
39005,40000.0
39006,60000.0
39007,20000.0
39008,40000.0
39009,18450.0
39010,16000.0
39011,30000.0
39012,15000.0
39013,40000.0
39014,24514.0
39015,22000.0
39016,27000.0
39017,34000.0
39018,24000.0
39019,14000.0
39020,41667.0
39021,35000.0
39022,17000.0
39023,40000.0
39024,65000.0
39025,30000.0
39026,95000.0
39027,9000.0
39028,14000.0
39029,39900.0
39030,50000.0
39031,40000.0
39032,41667.0
39033,50000.0
39034,18500.0
39035,75000.0
39036,20000.0
39037,70000.0
39038,60000.0
39039,40000.0
39040,12000.0
39041,54000.0
39042,16000.0
39043,15997.0
39044,40000.0
39045,23000.0
39046,12000.0
39047,10000.0
39048,89900.0
39049,38000.0
39050,16000.0
39051,18000.0
39052,25000.0
39053,51000.0
39054,8500.0
39055,14000.0
39056,17975.0
39057,20000.0
39058,40000.0
39059,1667.0
39060,27000.0
39061,9000.0
39062,73000.0
39063,8990.0
39064,38000.0
39065,35000.0
39066,22000.0
39067,36000.0
39068,12000.0
39069,12000.0
39070,18500.0
39071,16000.0
39072,56000.0
39073,15500.0
39074,18500.0
39075,25000.0
39076,18000.0
39077,7000.0
39078,35000.0
39079,29000.0
39080,14000.0
39081,19000.0
39082,20000.0
39083,48500.0
39084,36000.0
39085,35000.0
39086,12000.0
39087,69000.0
39088,14000.0
39089,15450.0
39090,50000.0
39091,35000.0
39092,17000.0
39093,29000.0
39094,9000.0
39095,43000.0
39096,15000.0
39097,20000.0
39098,31101.0
39099,31000.0
39100,35000.0
39101,25000.0
39102,24000.0
39103,20000.0
39104,20000.0
39105,50000.0
39106,30000.0
39107,95000.0
39108,23000.0
39109,21000.0
39110,45000.0
39111,25000.0
39112,20000.0
39113,39000.0
39114,25000.0
39115,38000.0
39116,48000.0
39117,22000.0
39118,10500.0
39119,50000.0
39120,35000.0
39121,43000.0
39122,15000.0
39123,17000.0
39124,25000.0
39125,20000.0
39126,20000.0
39127,40000.0
39128,46000.0
39129,6547.0
39130,58333.0
39131,70000.0
39132,65000.0
39133,48000.0
39134,35000.0
39135,49926.0
39136,30000.0
39137,39200.0
39138,20000.0
39139,15000.0
39140,20000.0
39141,95000.0
39142,13000.0
39143,7500.0
39144,53000.0
39145,18500.0
39146,20000.0
39147,19972.0
39148,95000.0
39149,17000.0
39150,13500.0
39151,42500.0
39152,29000.0
39153,20000.0
39154,817.0
39155,17300.0
39156,26000.0
39157,40000.0
39158,16000.0
39159,20000.0
39160,63000.0
39161,9000.0
39162,40000.0
39163,95000.0
39164,32000.0
39165,37000.0
39166,12500.0
39167,58200.0
39168,18966.0
39169,49000.0
39170,18500.0
39171,95000.0
39172,61000.0
39173,20000.0
39174,30000.0
39175,21000.0
39176,15000.0
39177,54000.0
39178,75000.0
39179,12000.0
39180,10000.0
39181,22700.0
39182,44000.0
39183,32800.0
39184,15000.0
39185,27000.0
39186,42081.0
39187,18700.0
39188,9500.0
39189,20165.0
39190,18000.0
39191,28500.0
39192,8500.0
39193,12000.0
39194,21990.0
39195,80000.0
39196,9000.0
39197,12000.0
39198,15000.0
39199,29700.0
39200,29000.0
39201,20000.0
39202,18500.0
39203,22000.0
39204,21555.0
39205,25000.0
39206,15000.0
39207,34724.0
39208,14422.0
39209,95000.0
39210,23000.0
39211,95000.0
39212,17246.0
39213,30000.0
39214,55000.0
39215,58333.0
39216,16500.0
39217,60000.0
39218,26000.0
39219,40000.0
39220,14000.0
39221,14500.0
39222,15000.0
39223,95000.0
39224,28000.0
39225,18088.0
39226,31000.0
39227,33052.0
39228,40000.0
39229,16400.0
39230,10000.0
39231,39000.0
39232,17000.0
39233,20000.0
39234,15000.0
39235,20000.0
39236,25000.0
39237,40000.0
39238,55000.0
39239,53000.0
39240,70000.0
39241,26000.0
39242,20000.0
39243,12000.0
39244,43000.0
39245,50000.0
39246,23000.0
39247,17000.0
39248,24720.0
39249,12000.0
39250,25000.0
39251,13500.0
39252,18000.0
39253,95000.0
39254,30000.0
39255,29500.0
39256,95000.0
39257,12500.0
39258,25200.0
39259,75000.0
39260,18500.0
39261,12000.0
39262,22000.0
39263,16231.0
39264,58500.0
39265,22000.0
39266,50000.0
39267,60000.0
39268,2900.0
39269,59000.0
39270,13000.0
39271,17751.0
39272,25000.0
39273,95000.0
39274,75000.0
39275,16000.0
39276,35000.0
39277,25000.0
39278,70000.0
39279,16826.0
39280,26000.0
39281,25000.0
39282,3500.0
39283,26000.0
39284,54000.0
39285,50000.0
39286,17000.0
39287,18200.0
39288,24000.0
39289,10438.0
39290,22000.0
39291,14000.0
39292,34000.0
39293,25000.0
39294,16000.0
39295,21000.0
39296,95000.0
39297,18000.0
39298,56000.0
39299,40000.0
39300,15000.0
39301,27500.0
39302,46000.0
39303,54000.0
39304,27000.0
39305,40000.0
39306,95000.0
39307,12000.0
39308,47000.0
39309,45000.0
39310,52000.0
39311,10000.0
39312,22000.0
39313,25000.0
39314,18000.0
39315,75000.0
39316,25000.0
39317,30500.0
39318,25000.0
39319,30000.0
39320,30000.0
39321,23500.0
39322,88000.0
39323,21000.0
39324,55000.0
39325,50000.0
39326,16667.0
39327,95000.0
39328,30000.0
39329,16000.0
39330,60000.0
39331,73000.0
39332,50000.0
39333,14900.0
39334,38500.0
39335,46000.0
39336,75000.0
39337,49000.0
39338,22000.0
39339,95000.0
39340,79000.0
39341,15000.0
39342,23000.0
39343,28000.0
39344,35000.0
39345,46000.0
39346,16000.0
39347,65000.0
39348,56000.0
39349,18000.0
39350,17700.0
39351,20600.0
39352,32000.0
39353,45000.0
39354,52000.0
39355,54000.0
39356,16000.0
39357,16000.0
39358,14000.0
39359,58000.0
39360,40000.0
39361,20000.0
39362,16000.0
39363,14500.0
39364,95000.0
39365,40000.0
39366,60000.0
39367,25000.0
39368,33581.0
39369,26300.0
39370,40000.0
39371,7500.0
39372,26000.0
39373,21000.0
39374,26700.0
39375,30500.0
39376,24915.0
39377,58900.0
39378,15600.0
39379,95000.0
39380,24980.0
39381,20000.0
39382,25000.0
39383,0.0
39384,60000.0
39385,40000.0
39386,25000.0
39387,52000.0
39388,12000.0
39389,24998.0
39390,25000.0
39391,21000.0
39392,18000.0
39393,19700.0
39394,20000.0
39395,46000.0
39396,20000.0
39397,7000.0
39398,43000.0
39399,95000.0
39400,33300.0
39401,38000.0
39402,3000.0
39403,40000.0
39404,24870.0
39405,15770.0
39406,7000.0
39407,90000.0
39408,27500.0
39409,32000.0
39410,13500.0
39411,34000.0
39412,23000.0
39413,45000.0
39414,14500.0
39415,26000.0
39416,95000.0
39417,24000.0
39418,50000.0
39419,15600.0
39420,50000.0
39421,95000.0
39422,25000.0
39423,26000.0
39424,50000.0
39425,26200.0
39426,20000.0
39427,20000.0
39428,23100.0
39429,25000.0
39430,33000.0
39431,25500.0
39432,6000.0
39433,60500.0
39434,35000.0
39435,35000.0
39436,50000.0
39437,16000.0
39438,15000.0
39439,25000.0
39440,1667.0
39441,15100.0
39442,25000.0
39443,75000.0
39444,12000.0
39445,417.0
39446,0.0
39447,27500.0
39448,25000.0
39449,22975.0
39450,37000.0
39451,95000.0
39452,12000.0
39453,24152.0
39454,25000.0
39455,12000.0
39456,30000.0
39457,14000.0
39458,24000.0
39459,35500.0
39460,24000.0
39461,25000.0
39462,17800.0
39463,30800.0
39464,56500.0
39465,15500.0
39466,58000.0
39467,22000.0
39468,30000.0
39469,40000.0
39470,15000.0
39471,10000.0
39472,16000.0
39473,41000.0
39474,24000.0
39475,95000.0
39476,33333.0
39477,95000.0
39478,15000.0
39479,45000.0
39480,20000.0
39481,16000.0
39482,57000.0
39483,26000.0
39484,23000.0
39485,41667.0
39486,6000.0
39487,22000.0
39488,18000.0
39489,21000.0
39490,15000.0
39491,95000.0
39492,44000.0
39493,22000.0
39494,70000.0
39495,20000.0
39496,95000.0
39497,12000.0
39498,18000.0
39499,20000.0
39500,95000.0
39501,21600.0
39502,45000.0
39503,32000.0
39504,23250.0
39505,20000.0
39506,13800.0
39507,25000.0
39508,13051.0
39509,46500.0
39510,35000.0
39511,95000.0
39512,25000.0
39513,12015.0
39514,14500.0
39515,30500.0
39516,25000.0
39517,35000.0
39518,40000.0
39519,20000.0
39520,57500.0
39521,33000.0
39522,25000.0
39523,29500.0
39524,40000.0
39525,10000.0
39526,33000.0
39527,12500.0
39528,11500.0
39529,15000.0
39530,19500.0
39531,30500.0
39532,18000.0
39533,15035.0
39534,30000.0
39535,50000.0
39536,45000.0
39537,31650.0
39538,23000.0
39539,11000.0
39540,44500.0
39541,30000.0
39542,15278.0
39543,10000.0
39544,10000.0
39545,23500.0
39546,16500.0
39547,8000.0
39548,10000.0
39549,15000.0
39550,32000.0
39551,10000.0
39552,37500.0
39553,23000.0
39554,41000.0
39555,7000.0
39556,50000.0
39557,25000.0
39558,95000.0
39559,18000.0
39560,29000.0
39561,20000.0
39562,32640.0
39563,23000.0
39564,16000.0
39565,20000.0
39566,17000.0
39567,25000.0
39568,17000.0
39569,77500.0
39570,10000.0
39571,30000.0
39572,15800.0
39573,15100.0
39574,18000.0
39575,22701.0
39576,9720.0
39577,36500.0
39578,30000.0
39579,12000.0
39580,15873.0
39581,95000.0
39582,25000.0
39583,54000.0
39584,21000.0
39585,35000.0
39586,28000.0
39587,63000.0
39588,15000.0
39589,41000.0
39590,20000.0
39591,22000.0
39592,30400.0
39593,26891.0
39594,50000.0
39595,20480.0
39596,24000.0
39597,30000.0
39598,25000.0
39599,8000.0
39600,12000.0
39601,19000.0
39602,35000.0
39603,17540.0
39604,30000.0
39605,62000.0
39606,14000.0
39607,23000.0
39608,46000.0
39609,26860.0
39610,16000.0
39611,14000.0
39612,19500.0
39613,16500.0
39614,12000.0
39615,25000.0
39616,30000.0
39617,20000.0
39618,14000.0
39619,95000.0
39620,20000.0
39621,27500.0
39622,21600.0
39623,25000.0
39624,12000.0
39625,17500.0
39626,13800.0
39627,15000.0
39628,28000.0
39629,24000.0
39630,43000.0
39631,45500.0
39632,33800.0
39633,11000.0
39634,11500.0
39635,85500.0
39636,25156.0
39637,26900.0
39638,28000.0
39639,45000.0
39640,22000.0
39641,20800.0
39642,26920.0
39643,20000.0
39644,15000.0
39645,17000.0
39646,42000.0
39647,35000.0
39648,25000.0
39649,45000.0
39650,27000.0
39651,9900.0
39652,50000.0
39653,58000.0
39654,25000.0
39655,17000.0
39656,21000.0
39657,55000.0
39658,80000.0
39659,10000.0
39660,25000.0
39661,32000.0
39662,40000.0
39663,33000.0
39664,22000.0
39665,24000.0
39666,95000.0
39667,60000.0
39668,26000.0
39669,18000.0
39670,26000.0
39671,15000.0
39672,41667.0
39673,95000.0
39674,33000.0
39675,47000.0
39676,20000.0
39677,18000.0
39678,27500.0
39679,95000.0
39680,25000.0
39681,53600.0
39682,78000.0
39683,26000.0
39684,15000.0
39685,40000.0
39686,18000.0
39687,16500.0
39688,55000.0
39689,12556.0
39690,37000.0
39691,15001.0
39692,41283.0
39693,95000.0
39694,20000.0
39695,18000.0
39696,10000.0
39697,11070.0
39698,12000.0
39699,14000.0
39700,35000.0
39701,29000.0
39702,16500.0
39703,11000.0
39704,95000.0
39705,45000.0
39706,20000.0
39707,25000.0
39708,14680.0
39709,16000.0
39710,32000.0
39711,70000.0
39712,22000.0
39713,40000.0
39714,95000.0
39715,21500.0
39716,15800.0
39717,38000.0
39718,58333.0
39719,1500.0
39720,11321.0
39721,10000.0
39722,50000.0
39723,25000.0
39724,20000.0
39725,41000.0
39726,43000.0
39727,45000.0
39728,35000.0
39729,16570.0
39730,54500.0
39731,22500.0
39732,35000.0
39733,30000.0
39734,20500.0
39735,11800.0
39736,18640.0
39737,29070.0
39738,16000.0
39739,90000.0
39740,37000.0
39741,35000.0
39742,21500.0
39743,15000.0
39744,25000.0
39745,34000.0
39746,27200.0
39747,32000.0
39748,15000.0
39749,50000.0
39750,35000.0
39751,17000.0
39752,14000.0
39753,18000.0
39754,15000.0
39755,26074.0
39756,19000.0
39757,20000.0
39758,22000.0
39759,15626.0
39760,11500.0
39761,21000.0
39762,50000.0
39763,41667.0
39764,14000.0
39765,35000.0
39766,23000.0
39767,26000.0
39768,48000.0
39769,35000.0
39770,20000.0
39771,19000.0
39772,17000.0
39773,15000.0
39774,55000.0
39775,52134.0
39776,26200.0
39777,23000.0
39778,10000.0
39779,14425.0
39780,40000.0
39781,10230.0
39782,10500.0
39783,71000.0
39784,16000.0
39785,54000.0
39786,8000.0
39787,18000.0
39788,25000.0
39789,30000.0
39790,15000.0
39791,79000.0
39792,20200.0
39793,40000.0
39794,25000.0
39795,35000.0
39796,12000.0
39797,95000.0
39798,30000.0
39799,30000.0
39800,13000.0
39801,15000.0
39802,7850.0
39803,14853.0
39804,70000.0
39805,28000.0
39806,12000.0
39807,12900.0
39808,54268.0
39809,15000.0
39810,50000.0
39811,20800.0
39812,16000.0
39813,16500.0
39814,10000.0
39815,40000.0
39816,10000.0
39817,55000.0
39818,62000.0
39819,12000.0
39820,16000.0
39821,18000.0
39822,13000.0
39823,50000.0
39824,26500.0
39825,10000.0
39826,17500.0
39827,19200.0
39828,70000.0
39829,16000.0
39830,33000.0
39831,6500.0
39832,55000.0
39833,27000.0
39834,14080.0
39835,31628.0
39836,20500.0
39837,23000.0
39838,16500.0
39839,32000.0
39840,20000.0
39841,48000.0
39842,14000.0
39843,16080.0
39844,13890.0
39845,30000.0
39846,65000.0
39847,83333.0
39848,20000.0
39849,21500.0
39850,37030.0
39851,95000.0
39852,25000.0
39853,95000.0
39854,34000.0
39855,44500.0
39856,60000.0
39857,20000.0
39858,50000.0
39859,21000.0
39860,19609.0
39861,28000.0
39862,14500.0
39863,21000.0
39864,17026.0
39865,41667.0
39866,15000.0
39867,50000.0
39868,10000.0
39869,20000.0
39870,48000.0
39871,10000.0
39872,83500.0
39873,26000.0
39874,25000.0
39875,18000.0
39876,50000.0
39877,50000.0
39878,25000.0
39879,8000.0
39880,20000.0
39881,55800.0
39882,46500.0
39883,13500.0
39884,21000.0
39885,10000.0
39886,22000.0
39887,20200.0
39888,34500.0
39889,95000.0
39890,8500.0
39891,15010.0
39892,22500.0
39893,23000.0
39894,25000.0
39895,10000.0
39896,25000.0
39897,14000.0
39898,11000.0
39899,9400.0
39900,25000.0
39901,32000.0
39902,20000.0
39903,32500.0
39904,25000.0
39905,54000.0
39906,40000.0
39907,12500.0
39908,22700.0
39909,30770.0
39910,15000.0
39911,12000.0
39912,18500.0
39913,21607.0
39914,13000.0
39915,23000.0
39916,20000.0
39917,39000.0
39918,32200.0
39919,61500.0
39920,55000.0
39921,14000.0
39922,23000.0
39923,14000.0
39924,18000.0
39925,41500.0
39926,18450.0
39927,31000.0
39928,40000.0
39929,95000.0
39930,17000.0
39931,36000.0
39932,32000.0
39933,40000.0
39934,48500.0
39935,21000.0
39936,12000.0
39937,22600.0
39938,27000.0
39939,14000.0
39940,39000.0
39941,30000.0
39942,25000.0
39943,36000.0
39944,22600.0
39945,13500.0
39946,50000.0
39947,26888.0
39948,26000.0
39949,14000.0
39950,21000.0
39951,24400.0
39952,18048.0
39953,46707.0
39954,15000.0
39955,25033.0
39956,45000.0
39957,17500.0
39958,31000.0
39959,13700.0
39960,47400.0
39961,16000.0
39962,21000.0
39963,19000.0
39964,27000.0
39965,41667.0
39966,13000.0
39967,21000.0
39968,20679.0
39969,50000.0
39970,76765.0
39971,95000.0
39972,22300.0
39973,15000.0
39974,17000.0
39975,19000.0
39976,27000.0
39977,25000.0
39978,22000.0
39979,53000.0
39980,26500.0
39981,54500.0
39982,45000.0
39983,42000.0
39984,41000.0
39985,40000.0
39986,15500.0
39987,20000.0
39988,65000.0
39989,25000.0
39990,32000.0
39991,18000.0
39992,25000.0
39993,40000.0
39994,20500.0
39995,55000.0
39996,20000.0
39997,18000.0
39998,58333.0
39999,15670.0
40000,80000.0
40001,14200.0
40002,10000.0
40003,50000.0
40004,22300.0
40005,17300.0
40006,28000.0
40007,23000.0
40008,58333.0
40009,21500.0
40010,50000.0
40011,21000.0
40012,11600.0
40013,33000.0
40014,10000.0
40015,95000.0
40016,60000.0
40017,27000.0
40018,31644.0
40019,70000.0
40020,25000.0
40021,45424.0
40022,27500.0
40023,30000.0
40024,12000.0
40025,60000.0
40026,23000.0
40027,20000.0
40028,41667.0
40029,23000.0
40030,5000.0
40031,23500.0
40032,30000.0
40033,33000.0
40034,15800.0
40035,25000.0
40036,44000.0
40037,25000.0
40038,26000.0
40039,58333.0
40040,19970.0
40041,28000.0
40042,25000.0
40043,15000.0
40044,25000.0
40045,13000.0
40046,16000.0
40047,30000.0
40048,15000.0
40049,15000.0
40050,95000.0
40051,12000.0
40052,50000.0
40053,9000.0
40054,60000.0
40055,30000.0
40056,22400.0
40057,26500.0
40058,17000.0
40059,95000.0
40060,15000.0
40061,20500.0
40062,14000.0
40063,25000.0
40064,30000.0
40065,18000.0
40066,17000.0
40067,28000.0
40068,17500.0
40069,24000.0
40070,33900.0
40071,20000.0
40072,51000.0
40073,8000.0
40074,16000.0
40075,14300.0
40076,35000.0
40077,23500.0
40078,18000.0
40079,8000.0
40080,25000.0
40081,50000.0
40082,19000.0
40083,18000.0
40084,38500.0
40085,62500.0
40086,22000.0
40087,95000.0
40088,50000.0
40089,22000.0
40090,23000.0
40091,25000.0
40092,15000.0
40093,7000.0
40094,18000.0
40095,7000.0
40096,0.0
40097,10000.0
40098,22000.0
40099,13500.0
40100,50000.0
40101,0.0
40102,15500.0
40103,10000.0
40104,25000.0
40105,17000.0
40106,20000.0
40107,80000.0
40108,50000.0
40109,21440.0
40110,95000.0
40111,50000.0
40112,34500.0
40113,75000.0
40114,47000.0
40115,41667.0
40116,20000.0
40117,32500.0
40118,95000.0
40119,26500.0
40120,95000.0
40121,45000.0
40122,19800.0
40123,75000.0
40124,11000.0
40125,15000.0
40126,13595.0
40127,45000.0
40128,25000.0
40129,95000.0
40130,19000.0
40131,40000.0
40132,15300.0
40133,55000.0
40134,36000.0
40135,27500.0
40136,37800.0
40137,54000.0
40138,25000.0
40139,28000.0
40140,18000.0
40141,2400.0
40142,34500.0
40143,8500.0
40144,20000.0
40145,13000.0
40146,22500.0
40147,25000.0
40148,17000.0
40149,83000.0
40150,15000.0
40151,16770.0
40152,45000.0
40153,33000.0
40154,54000.0
40155,50000.0
40156,18000.0
40157,33000.0
40158,37500.0
40159,39500.0
40160,34500.0
40161,12000.0
40162,47000.0
40163,41667.0
40164,17200.0
40165,80000.0
40166,49700.0
40167,20000.0
40168,12600.0
40169,20500.0
40170,19700.0
40171,95000.0
40172,11000.0
40173,28850.0
40174,20000.0
40175,25000.0
40176,50000.0
40177,16000.0
40178,33400.0
40179,20000.0
40180,13000.0
40181,20000.0
40182,50000.0
40183,10000.0
40184,15000.0
40185,14300.0
40186,15000.0
40187,20000.0
40188,50000.0
40189,57000.0
40190,20000.0
40191,95000.0
40192,917.0
40193,18100.0
40194,13000.0
40195,15000.0
40196,40000.0
40197,40000.0
40198,15000.0
40199,49000.0
40200,27852.0
40201,95000.0
40202,15000.0
40203,10000.0
40204,18000.0
40205,11383.0
40206,36000.0
40207,22000.0
40208,16477.0
40209,76000.0
40210,27000.0
40211,10000.0
40212,18840.0
40213,95000.0
40214,25000.0
40215,33000.0
40216,10800.0
40217,9000.0
40218,21000.0
40219,30000.0
40220,47500.0
40221,20000.0
40222,25000.0
40223,9500.0
40224,43000.0
40225,15500.0
40226,13500.0
40227,15500.0
40228,51500.0
40229,12500.0
40230,19000.0
40231,25000.0
40232,32325.0
40233,50000.0
40234,23000.0
40235,15000.0
40236,19600.0
40237,14636.0
40238,95000.0
40239,22000.0
40240,20000.0
40241,13275.0
40242,25000.0
40243,95000.0
40244,28000.0
40245,50000.0
40246,18000.0
40247,16000.0
40248,13000.0
40249,10000.0
40250,95000.0
40251,58333.0
40252,16823.0
40253,13000.0
40254,17350.0
40255,65000.0
40256,50000.0
40257,20000.0
40258,12000.0
40259,64000.0
40260,28000.0
40261,28500.0
40262,50000.0
40263,95000.0
40264,20000.0
40265,50000.0
40266,26148.0
40267,25000.0
40268,25000.0
40269,25000.0
40270,26130.0
40271,33800.0
40272,20000.0
40273,10000.0
40274,50000.0
40275,25000.0
40276,45000.0
40277,12000.0
40278,35750.0
40279,38000.0
40280,28000.0
40281,18000.0
40282,25000.0
40283,20000.0
40284,16520.0
40285,33000.0
40286,39000.0
40287,19000.0
40288,1625.0
40289,23000.0
40290,30000.0
40291,50000.0
40292,9000.0
40293,25000.0
40294,25000.0
40295,38000.0
40296,58333.0
40297,10000.0
40298,12000.0
40299,47000.0
40300,20000.0
40301,22000.0
40302,20500.0
40303,28000.0
40304,33000.0
40305,36000.0
40306,16400.0
40307,22000.0
40308,95000.0
40309,60000.0
40310,29750.0
40311,20000.0
40312,30000.0
40313,24760.0
40314,44000.0
40315,12400.0
40316,19000.0
40317,41667.0
40318,18000.0
40319,30000.0
40320,15000.0
40321,25000.0
40322,30000.0
40323,52000.0
40324,11045.0
40325,22500.0
40326,36000.0
40327,26800.0
40328,75000.0
40329,12000.0
40330,18000.0
40331,15600.0
40332,10000.0
40333,30000.0
40334,30000.0
40335,15000.0
40336,12210.0
40337,52000.0
40338,95000.0
40339,11000.0
40340,14000.0
40341,95000.0
40342,50000.0
40343,25000.0
40344,25000.0
40345,11000.0
40346,38000.0
40347,624.0
40348,16000.0
40349,14000.0
40350,25000.0
40351,35000.0
40352,14000.0
40353,20796.0
40354,44000.0
40355,23000.0
40356,50000.0
40357,15500.0
40358,15500.0
40359,25000.0
40360,40000.0
40361,30500.0
40362,95000.0
40363,50000.0
40364,12000.0
40365,16500.0
40366,21620.0
40367,23000.0
40368,25000.0
40369,80000.0
40370,12000.0
40371,95000.0
40372,11696.0
40373,18000.0
40374,22000.0
40375,43500.0
40376,16000.0
40377,15000.0
40378,30000.0
40379,35000.0
40380,23000.0
40381,20000.0
